user_id,user_activity,environmental_brightness,theme,layout,fontSize,feedback
user0,ON_FOOT,3595,light-theme,xLargeCards,large-font,Y
user0,ON_FOOT,704,light-theme,xLargeCards,small-font,N
user0,STILL,718,light-theme,largeCards,large-font,Y
user0,STILL,2520,light-theme,largeCards,large-font,Y
user0,STILL,7,light-theme,largeCards,large-font,Y
user0,STILL,4,light-theme,largeCards,small-font,Y
user0,STILL,4,dark-theme,largeCards,large-font,N
user0,STILL,2,light-theme,largeCards,large-font,Y
user0,STILL,15,dark-theme,xLargeCards,small-font,N
user0,STILL,8,light-theme,largeCards,large-font,Y
user0,STILL,379,light-theme,largeCards,small-font,Y
user0,STILL,462,light-theme,largeCards,small-font,Y
user0,STILL,62,dark-theme,largeCards,small-font,N
user0,ON_FOOT,79,dark-theme,largeCards,small-font,Y
user0,STILL,100,light-theme,largeCards,large-font,Y
user0,STILL,156,dark-theme,largeCards,small-font,N
user0,STILL,0,dark-theme,largeCards,small-font,N
user0,STILL,0,dark-theme,largeCards,small-font,Y
user0,ON_FOOT,4,light-theme,largeCards,large-font,Y
user0,STILL,4,light-theme,largeCards,large-font,Y
user0,STILL,3517,light-theme,xLargeCards,large-font,N
user0,STILL,2778,light-theme,largeCards,large-font,Y
user0,STILL,2949,light-theme,largeCards,large-font,Y
user0,ON_FOOT,3096,light-theme,xLargeCards,large-font,N
user0,ON_FOOT,3774,light-theme,xLargeCards,small-font,N
user0,ON_FOOT,6,light-theme,largeCards,large-font,Y
user0,STILL,5,light-theme,largeCards,large-font,Y
user0,STILL,61,light-theme,largeCards,large-font,Y
user0,STILL,37,light-theme,xLargeCards,large-font,N
user0,STILL,8,dark-theme,xLargeCards,small-font,N
user0,STILL,13,light-theme,xLargeCards,large-font,N
user0,STILL,219,light-theme,largeCards,large-font,Y
user0,STILL,465,light-theme,largeCards,small-font,N
user0,STILL,492,light-theme,largeCards,large-font,Y
user0,STILL,328,light-theme,largeCards,small-font,Y
user0,STILL,725,light-theme,largeCards,large-font,Y
user0,STILL,367,dark-theme,largeCards,large-font,Y
user0,STILL,16,dark-theme,xLargeCards,large-font,N
user0,STILL,16,light-theme,xLargeCards,large-font,N
user0,ON_FOOT,16,light-theme,largeCards,large-font,Y
user0,STILL,40,light-theme,largeCards,large-font,Y
user0,STILL,12,light-theme,xLargeCards,small-font,N
user0,STILL,27,light-theme,largeCards,small-font,Y
user1,STILL,12,light-theme,largeCards,large-font,N
user1,STILL,23,light-theme,largeCards,large-font,N
user1,STILL,23,light-theme,xLargeCards,large-font,N
user1,STILL,16,light-theme,largeCards,large-font,N
user1,STILL,36,dark-theme,largeCards,small-font,Y
user1,STILL,45,light-theme,largeCards,large-font,N
user1,STILL,45,dark-theme,largeCards,small-font,Y
user1,STILL,22,dark-theme,largeCards,small-font,Y
user1,STILL,132,dark-theme,xLargeCards,large-font,N
user1,STILL,132,dark-theme,largeCards,small-font,Y
user1,STILL,0,dark-theme,largeCards,small-font,Y
user1,STILL,0,dark-theme,largeCards,small-font,Y
user1,STILL,496,light-theme,largeCards,small-font,?
user1,STILL,507,light-theme,largeCards,small-font,?
user1,STILL,30,light-theme,largeCards,large-font,N
user1,STILL,30,dark-theme,largeCards,small-font,Y
user2,STILL,13,dark-theme,xLargeCards,large-font,Y
user2,STILL,6,light-theme,largeCards,large-font,N
user2,STILL,0,dark-theme,largeCards,small-font,N
user2,STILL,0,dark-theme,largeCards,small-font,N
user2,STILL,0,dark-theme,largeCards,small-font,N
user2,STILL,0,dark-theme,largeCards,small-font,N
user2,STILL,146,light-theme,largeCards,large-font,N
user2,STILL,146,dark-theme,largeCards,small-font,N
user2,STILL,146,dark-theme,largeCards,small-font,Y
user2,STILL,93,dark-theme,largeCards,small-font,N
user2,STILL,106,dark-theme,largeCards,small-font,N
user2,STILL,132,light-theme,largeCards,large-font,N
user2,STILL,113,light-theme,largeCards,large-font,N
user2,STILL,3,dark-theme,largeCards,large-font,Y
user2,STILL,16,dark-theme,xLargeCards,small-font,Y
user2,STILL,7,dark-theme,xLargeCards,small-font,N
user2,STILL,7,dark-theme,xLargeCards,small-font,Y
user2,STILL,0,dark-theme,largeCards,small-font,Y
user2,STILL,0,dark-theme,largeCards,small-font,N
user2,STILL,0,dark-theme,largeCards,small-font,Y
user2,STILL,0,dark-theme,largeCards,small-font,N
user2,STILL,0,dark-theme,largeCards,small-font,Y
user2,STILL,39,light-theme,xLargeCards,large-font,N
user2,STILL,46,dark-theme,largeCards,small-font,N
user2,STILL,46,dark-theme,largeCards,small-font,N
user3,STILL,17,light-theme,xLargeCards,large-font,N
user3,STILL,17,light-theme,largeCards,large-font,Y
user3,STILL,0,dark-theme,largeCards,small-font,?
user3,STILL,4599,light-theme,xLargeCards,large-font,?
user3,STILL,0,light-theme,largeCards,large-font,N
user3,STILL,0,dark-theme,largeCards,small-font,?
user3,STILL,0,dark-theme,largeCards,small-font,?
user3,STILL,13,light-theme,largeCards,large-font,?
user3,STILL,0,dark-theme,largeCards,small-font,?
user3,STILL,0,dark-theme,largeCards,small-font,?
user3,STILL,7314,light-theme,xLargeCards,large-font,Y
user3,STILL,6286,light-theme,xLargeCards,large-font,N
user3,STILL,10546,light-theme,xLargeCards,large-font,N
user3,STILL,5342,light-theme,largeCards,large-font,Y
user3,STILL,3995,light-theme,largeCards,large-font,Y
user3,STILL,3733,light-theme,largeCards,large-font,Y
user3,STILL,2726,light-theme,largeCards,large-font,N
user3,ON_FOOT,11773,light-theme,xLargeCards,large-font,Y
user3,STILL,1204,light-theme,largeCards,large-font,N
user3,ON_FOOT,69109,light-theme,xLargeCards,small-font,Y
user3,STILL,39562,light-theme,largeCards,large-font,N
user3,ON_FOOT,10381,light-theme,xLargeCards,large-font,Y
user3,STILL,188,light-theme,largeCards,large-font,Y
user3,STILL,197,light-theme,largeCards,large-font,Y
user3,STILL,222,light-theme,xLargeCards,small-font,N
user3,STILL,225,light-theme,largeCards,large-font,Y
user3,STILL,28,light-theme,largeCards,large-font,Y
user3,STILL,33,dark-theme,largeCards,small-font,Y
user3,STILL,29,light-theme,largeCards,large-font,N
user3,STILL,31,light-theme,largeCards,large-font,N
user3,STILL,31,light-theme,largeCards,large-font,N
user3,STILL,31,light-theme,largeCards,large-font,N
user3,STILL,31,light-theme,largeCards,large-font,N
user3,STILL,31,light-theme,largeCards,large-font,N
user3,STILL,29,light-theme,largeCards,large-font,N
user3,STILL,29,light-theme,xLargeCards,large-font,N
user3,STILL,29,light-theme,largeCards,large-font,N
user3,STILL,17335,dark-theme,largeCards,large-font,N
user3,STILL,24087,light-theme,largeCards,small-font,N
user3,STILL,10692,light-theme,largeCards,large-font,N
user3,STILL,12745,light-theme,xLargeCards,small-font,Y
user3,ON_FOOT,130803,light-theme,xLargeCards,large-font,Y
user3,STILL,45,dark-theme,largeCards,small-font,Y
user3,STILL,6584,light-theme,largeCards,large-font,N
user3,ON_FOOT,52541,light-theme,xLargeCards,large-font,Y
user3,ON_FOOT,5607,light-theme,xLargeCards,large-font,Y
user3,STILL,0,dark-theme,largeCards,small-font,Y
user3,STILL,0,dark-theme,largeCards,small-font,Y
user3,STILL,0,dark-theme,largeCards,small-font,Y
user3,ON_FOOT,27542,light-theme,xLargeCards,small-font,Y
user3,STILL,5153,light-theme,xLargeCards,small-font,Y
user3,ON_FOOT,0,dark-theme,xLargeCards,small-font,Y
user3,STILL,0,dark-theme,largeCards,small-font,Y
user3,STILL,0,dark-theme,largeCards,small-font,Y
user3,STILL,9,dark-theme,xLargeCards,small-font,N
user3,STILL,11,light-theme,largeCards,large-font,Y
user3,STILL,7,light-theme,largeCards,small-font,Y
user3,STILL,0,dark-theme,largeCards,small-font,Y
user3,STILL,0,dark-theme,largeCards,small-font,Y
user3,STILL,0,light-theme,largeCards,large-font,N
user3,STILL,2,light-theme,largeCards,large-font,N
user3,STILL,316,light-theme,largeCards,large-font,?
user3,STILL,313,light-theme,largeCards,small-font,?
user3,STILL,678,light-theme,xLargeCards,small-font,Y
user3,ON_FOOT,1306,light-theme,xLargeCards,small-font,N
user3,STILL,1267,light-theme,xLargeCards,small-font,N
user3,STILL,779,light-theme,largeCards,large-font,Y
user3,STILL,692,light-theme,largeCards,large-font,Y
user3,STILL,690,light-theme,largeCards,large-font,?
user3,ON_FOOT,15225,light-theme,xLargeCards,small-font,Y
user5,STILL,39,dark-theme,largeCards,small-font,Y
user5,STILL,39,dark-theme,largeCards,small-font,Y
user5,STILL,39,dark-theme,largeCards,small-font,?
user5,STILL,124,dark-theme,largeCards,small-font,?
user5,STILL,36,dark-theme,largeCards,small-font,?
user5,STILL,85,dark-theme,largeCards,small-font,?
user5,STILL,74,light-theme,xLargeCards,large-font,?
user5,STILL,1,dark-theme,xLargeCards,large-font,Y
user5,STILL,2,dark-theme,xLargeCards,large-font,?
user5,STILL,2,dark-theme,xLargeCards,large-font,?
user5,STILL,1,light-theme,largeCards,large-font,?
user5,STILL,1,dark-theme,xLargeCards,large-font,Y
user5,STILL,1,light-theme,largeCards,large-font,Y
user5,STILL,92,light-theme,largeCards,small-font,Y
user5,STILL,50,light-theme,largeCards,large-font,?
user5,STILL,183,dark-theme,largeCards,small-font,Y
user5,STILL,181,dark-theme,largeCards,small-font,Y
user5,STILL,173,dark-theme,largeCards,small-font,Y
user5,STILL,173,dark-theme,largeCards,small-font,Y
user5,STILL,171,dark-theme,largeCards,small-font,Y
user5,STILL,165,dark-theme,largeCards,small-font,Y
user5,STILL,165,dark-theme,largeCards,small-font,Y
user5,STILL,324,light-theme,xLargeCards,small-font,Y
user5,STILL,153,dark-theme,largeCards,small-font,?
user5,STILL,308,light-theme,xLargeCards,small-font,Y
user5,STILL,288,light-theme,xLargeCards,small-font,Y
user5,STILL,304,light-theme,xLargeCards,small-font,Y
user5,STILL,277,light-theme,xLargeCards,small-font,Y
user5,STILL,229,light-theme,xLargeCards,small-font,Y
user5,STILL,226,light-theme,xLargeCards,small-font,Y
user5,STILL,290,light-theme,xLargeCards,small-font,Y
user5,STILL,207,light-theme,xLargeCards,small-font,Y
user5,STILL,176,light-theme,xLargeCards,small-font,Y
user5,STILL,170,light-theme,xLargeCards,small-font,Y
user5,STILL,27,light-theme,largeCards,large-font,?
user5,STILL,23,light-theme,largeCards,large-font,Y
user5,STILL,24,light-theme,largeCards,large-font,Y
user5,STILL,26,light-theme,largeCards,large-font,Y
user5,STILL,23,light-theme,largeCards,large-font,Y
user5,STILL,24,light-theme,largeCards,large-font,Y
user5,STILL,469,light-theme,largeCards,small-font,Y
user5,STILL,532,light-theme,largeCards,small-font,Y
user5,STILL,451,light-theme,largeCards,small-font,Y
user5,STILL,635,light-theme,largeCards,small-font,Y
user5,STILL,565,light-theme,largeCards,small-font,N
user5,STILL,651,light-theme,largeCards,small-font,Y
user5,STILL,388,light-theme,largeCards,small-font,N
user5,STILL,426,light-theme,xLargeCards,small-font,Y
user5,STILL,92,light-theme,xLargeCards,large-font,Y
user5,STILL,100,light-theme,xLargeCards,large-font,Y
user5,STILL,5,light-theme,largeCards,large-font,Y
user5,STILL,4,light-theme,largeCards,large-font,Y
user5,STILL,4,light-theme,largeCards,large-font,Y
user5,STILL,3,light-theme,largeCards,large-font,Y
user5,STILL,20,light-theme,largeCards,large-font,Y
user5,STILL,35,dark-theme,largeCards,small-font,Y
user5,STILL,22,light-theme,largeCards,large-font,Y
user5,STILL,22,light-theme,largeCards,large-font,Y
user5,STILL,19,light-theme,largeCards,large-font,Y
user5,STILL,18,light-theme,largeCards,large-font,Y
user5,STILL,92,light-theme,xLargeCards,large-font,Y
user5,STILL,92,light-theme,xLargeCards,large-font,Y
user5,STILL,89,light-theme,largeCards,large-font,Y
user5,STILL,98,dark-theme,largeCards,small-font,Y
user5,STILL,1,dark-theme,xLargeCards,large-font,Y
user5,STILL,1,dark-theme,xLargeCards,large-font,?
user5,STILL,1,dark-theme,xLargeCards,large-font,Y
user5,STILL,1,dark-theme,xLargeCards,large-font,Y
user5,STILL,1,light-theme,largeCards,large-font,Y
user5,STILL,42,light-theme,largeCards,large-font,Y
user5,STILL,44,light-theme,largeCards,large-font,Y
user5,STILL,48,dark-theme,largeCards,small-font,Y
user5,STILL,47,dark-theme,largeCards,small-font,Y
user5,STILL,50,dark-theme,largeCards,small-font,Y
user5,STILL,48,dark-theme,largeCards,small-font,Y
user5,STILL,60,dark-theme,largeCards,large-font,Y
user5,STILL,61,dark-theme,largeCards,large-font,Y
user5,STILL,61,dark-theme,largeCards,large-font,Y
user6,ON_FOOT,6,light-theme,largeCards,large-font,Y
user6,IN_VEHICLE,4,light-theme,largeCards,large-font,Y
user6,ON_FOOT,250,light-theme,xLargeCards,small-font,Y
user6,IN_VEHICLE,244,light-theme,xLargeCards,large-font,Y
user6,STILL,101,dark-theme,largeCards,small-font,Y
user6,STILL,101,dark-theme,largeCards,small-font,Y
user6,ON_FOOT,11,dark-theme,xLargeCards,large-font,N
user6,STILL,11,light-theme,largeCards,large-font,Y
user6,STILL,10,light-theme,largeCards,large-font,Y
user6,STILL,11,light-theme,largeCards,large-font,?
user6,STILL,11,light-theme,largeCards,large-font,?
user6,STILL,11,light-theme,largeCards,large-font,?
user6,STILL,11,light-theme,largeCards,large-font,?
user6,STILL,22,light-theme,largeCards,large-font,?
user6,STILL,19,light-theme,largeCards,large-font,?
user6,STILL,20,light-theme,largeCards,large-font,?
user6,STILL,26,light-theme,largeCards,large-font,?
user6,STILL,20,light-theme,xLargeCards,large-font,N
user6,STILL,32,light-theme,largeCards,large-font,Y
user6,STILL,38,light-theme,largeCards,large-font,?
user6,STILL,35,dark-theme,largeCards,small-font,N
user6,STILL,35,light-theme,largeCards,large-font,Y
user6,STILL,20,light-theme,largeCards,large-font,Y
user6,STILL,25,light-theme,largeCards,large-font,Y
user6,STILL,13,light-theme,largeCards,small-font,Y
